postcode,Suburb,State,lat,long
3314, Bulart, VIC,-37.59,141.94
3099, Arthurs Creek, VIC,-37.59,145.22
3429, Sunbury, VIC,-37.58,144.73
3311, Casterton, VIC,-37.58,141.41
3862, Budgee Budgee, VIC,-37.57,147.19
3755, Yan Yean, VIC,-37.57,145.14
5278, Kalangadoo, SA,-37.56,140.7
3779, Cambarville, VIC,-37.56,145.89
3354, Bakery Hill, VIC,-37.56,143.87
3350, Alfredton, VIC,-37.56,143.82
3892, Mallacoota, VIC,-37.55,149.73
3355, Lake Gardens, VIC,-37.55,143.82
3379, Bornes Hill, VIC,-37.53,142.52
3378, Tatyoon, VIC,-37.53,142.94
3437, Bullengarook, VIC,-37.52,144.48
3341, Dales Creek, VIC,-37.52,144.31
5280, Beachport, SA,-37.48,140.01
3891, Genoa, VIC,-37.48,149.59
3763, Kinglake, VIC,-37.48,145.28
3430, Clarkefield, VIC,-37.48,144.75
3753, Beveridge, VIC,-37.47,145
3438, New Gisborne, VIC,-37.46,144.6
3431, Riddells Creek, VIC,-37.46,144.67
3757, Eden Park, VIC,-37.45,145.11
3458, Barrys Reef, VIC,-37.45,144.29
3315, Brit Brit, VIC,-37.44,141.76
3432, Bolinda, VIC,-37.43,144.78
3375, Ballyrogan, VIC,-37.43,143.13
3373, Beaufort, VIC,-37.43,143.38
3711, Buxton, VIC,-37.42,145.71
3363, Creswick, VIC,-37.42,143.89
3756, Chintin, VIC,-37.4,144.8
3441, Mount Macedon, VIC,-37.4,144.59
3440, Macedon, VIC,-37.4,144.59
3461, Bullarto, VIC,-37.39,144.22
3442, Ashbourne, VIC,-37.39,144.45
3434, Cherokee, VIC,-37.39,144.64
3758, Heathcote Junction, VIC,-37.38,145.03
3352, Addington, VIC,-37.38,143.67
3364, Allendale, VIC,-37.37,143.94
3717, Flowerdale, VIC,-37.34,145.29
3712, Rubicon, VIC,-37.33,145.86
3764, Forbes, VIC,-37.31,144.89
3460, Basalt, VIC,-37.31,144.09
3895, Doctors Flat, VIC,-37.3,147.75
5263, Coonawarra, SA,-37.29,140.84
3370, Clunes, VIC,-37.29,143.79
3377, Ararat, VIC,-37.28,142.93
5276, Bray, SA,-37.27,139.95
3890, Buldah, VIC,-37.27,149.14
5272, Coles, SA,-37.26,140.61
3714, Acheron, VIC,-37.25,145.7
3407, Balmoral, VIC,-37.25,141.84
5277, Comaum, SA,-37.23,140.93
3713, Eildon, VIC,-37.23,145.91
3658, Broadford, VIC,-37.2,145.05
3446, Drummond North, VIC,-37.2,144.29
3435, Benloch, VIC,-37.19,144.69
3469, Elmhurst, VIC,-37.18,143.25
3468, Amphitheatre, VIC,-37.18,143.4
3402, Horsham, VIC,-37.16,142.67
3380, Stawell, VIC,-37.16,142.7
3888, Bendoc, VIC,-37.15,148.88
3371, Amherst, VIC,-37.15,143.67
5271, Bool Lagoon, SA,-37.14,140.72
3718, Molesworth, VIC,-37.13,145.53
3659, Tallarook, VIC,-37.13,145.02
3522, Glenhope East, VIC,-37.13,144.75
3447, Taradale, VIC,-37.13,144.36
3521, Pyalong, VIC,-37.12,144.88
3317, Harrow, VIC,-37.12,141.6
3896, Bindi, VIC,-37.11,147.81
3462, Green Gully, VIC,-37.11,144.1
3448, Elphinstone, VIC,-37.11,144.34
2551, Boydtown, NSW,-37.1,149.88
3660, Caveat, VIC,-37.09,145.5
3467, Avoca, VIC,-37.09,143.47
3444, Barfold, VIC,-37.09,144.51
3465, Adelaide Lead, VIC,-37.07,143.68
3450, Castlemaine, VIC,-37.06,144.22
3724, Mansfield, VIC,-37.05,146.08
3451, Barkers Creek, VIC,-37.03,144.24
3898, Anglers Rest, VIC,-37.02,147.47
3720, Bonnie Doon, VIC,-37.02,145.86
3722, Barwite, VIC,-37.01,146.22
3719, Gobur, VIC,-37.01,145.62
3464, Carisbrook, VIC,-37.01,143.8
3453, Harcourt, VIC,-37,144.26
3318, Charam, VIC,-36.99,141.51
3141, Chapel Street North, VIC,-36.99,144.06
3737, Abbeyard, VIC,-36.98,146.78
3463, Baringhup, VIC,-36.98,143.95
3384, Barkly, VIC,-36.98,143.2
3715, Ancona, VIC,-36.97,145.79
3319, Apsley, VIC,-36.97,141.08
3900, Benambra, VIC,-36.95,147.7
3663, Mangalore, VIC,-36.94,145.16
3523, Argyle, VIC,-36.94,144.73
3381, Bellellen, VIC,-36.94,143.21
2633, Corrowong, NSW,-36.93,148.83
3472, Bet Bet, VIC,-36.92,143.76
3385, Dadswells Bridge, VIC,-36.92,142.51
2549, Bald Hills, NSW,-36.91,149.85
3723, Archerton, VIC,-36.89,146.26
3664, Avenel, VIC,-36.89,145.23
2548, Berrambool, NSW,-36.88,149.92
3607, Tabilk, VIC,-36.85,145.2
3555, Big Hill, VIC,-36.83,144.23
3475, Archdale, VIC,-36.83,143.5
3740, Buckland, VIC,-36.82,146.85
3665, Locksley, VIC,-36.82,145.36
2632, Bibbenluke, NSW,-36.82,149.28
3699, Bogong, VIC,-36.81,147.22
5262, Binnum, SA,-36.8,140.93
5275, Blackford, SA,-36.78,140.02
3409, Arapiles, VIC,-36.78,141.76
3550, Bendigo, VIC,-36.76,144.28
3744, Wandiligong, VIC,-36.75,146.98
3733, Whitfield, VIC,-36.75,146.41
3412, Goroke, VIC,-36.75,141.47
3515, Marong, VIC,-36.74,144.13
2631, Ando, NSW,-36.74,149.26
3741, Bright, VIC,-36.73,146.96
3556, California Gully, VIC,-36.73,144.26
3666, Balmattum, VIC,-36.71,145.64
3413, Minimay, VIC,-36.71,141.18
3400, Horsham, VIC,-36.71,142.2
3739, Eurobin, VIC,-36.7,146.85
3669, Boho, VIC,-36.7,145.77
3608, Bailieston, VIC,-36.7,145.03
3551, Arnold, VIC,-36.69,143.87
3697, Tawonga, VIC,-36.67,147.21
3387, Bolangum, VIC,-36.67,142.87
3557, Barnadown, VIC,-36.65,144.51
2550, Angledale, NSW,-36.64,149.86
3738, Ovens, VIC,-36.61,146.79
3670, Baddaginnie, VIC,-36.59,145.86
3612, Moora, VIC,-36.59,144.95
3516, Bridgewater, VIC,-36.59,143.92
3732, Moyhu, VIC,-36.58,146.38
5268, Bangham, SA,-36.57,140.94
3388, Banyena, VIC,-36.57,142.82
3672, Benalla, VIC,-36.55,145.99
3632, Shepparton, VIC,-36.54,145.6
3631, Arcadia, VIC,-36.54,145.36
3610, Dhurringile, VIC,-36.54,145.28
3478, Dooboobetic, VIC,-36.54,142.92
3701, Dartmouth, VIC,-36.53,147.5
3559, Avonmore, VIC,-36.53,144.6
3735, Bowmans Forest, VIC,-36.52,146.58
3678, Bobinawarrah, VIC,-36.52,146.5
2625, Thredbo, NSW,-36.51,148.3
3518, Berrimal, VIC,-36.5,143.46
3558, Burnewang, VIC,-36.49,144.71
3614, Toolamba, VIC,-36.48,145.26
3570, Auchmore, VIC,-36.47,144.11
3736, Myrtleford, VIC,-36.46,146.48
3623, Carag Carag, VIC,-36.46,144.9
3401, Blackheath, VIC,-36.46,142.31
3392, Boolite, VIC,-36.46,142.59
3390, Kewell, VIC,-36.45,142.42
3624, Girgarre, VIC,-36.44,145.07
2628, Avonside, NSW,-36.44,148.7
2627, Crackenback, NSW,-36.44,148.51
3673, Broken Creek, VIC,-36.43,145.89
3617, Byrneside, VIC,-36.42,145.15
3616, Cooma, VIC,-36.42,145.07
3749, Bruarong, VIC,-36.41,146.86
3647, Dookie College, VIC,-36.4,145.7
3671, Benalla, VIC,-36.39,145.42
3629, Ardmona, VIC,-36.38,145.3
3419, Kaniva, VIC,-36.38,141.24
3415, Miram, VIC,-36.38,141.36
3618, Merrigum, VIC,-36.37,145.17
3571, Dingee, VIC,-36.37,144.23
2630, Arable, NSW,-36.37,148.95
3747, Beechworth, VIC,-36.36,146.69
3630, Branditt, VIC,-36.36,145.4
3572, Milloo, VIC,-36.36,144.38
3420, Lillimur, VIC,-36.36,141.12
2546, Akolele, NSW,-36.36,150.08
3677, Wangaratta, VIC,-36.35,146.3
5270, Buckingham, SA,-36.34,140.55
3676, Wangaratta, VIC,-36.34,146.34
3646, Dookie, VIC,-36.33,145.69
3520, Kinypanial, VIC,-36.33,143.84
3393, Aubrey, VIC,-36.33,142.36
3725, Boxwood, VIC,-36.32,145.8
3620, Kyabram, VIC,-36.31,145.05
3746, Eldorado, VIC,-36.3,146.58
3695, Charleroi, VIC,-36.3,147.14
3633, Congupna, VIC,-36.3,145.48
3573, Calivil, VIC,-36.3,144.09
3561, Ballendella, VIC,-36.3,144.67
3517, Bears Lagoon, VIC,-36.3,143.92
3414, Antwerp, VIC,-36.3,142.02
5269, Custon, SA,-36.28,140.91
3726, Bungeet, VIC,-36.28,146.06
3707, Biggara, VIC,-36.28,148.03
3691, Allans Flat, VIC,-36.28,146.91
3675, Boweya, VIC,-36.27,146.13
3621, Kyvalley, VIC,-36.27,144.85
3563, Lockington, VIC,-36.27,144.48
3525, Barrakee, VIC,-36.27,143.43
5266, Bunbury, SA,-36.24,139.97
3682, Boralma, VIC,-36.24,146.41
3480, Areegra, VIC,-36.24,142.69
3727, Almonds, VIC,-36.23,146.06
3482, Massey, VIC,-36.23,142.86
3634, Bunbartha, VIC,-36.22,145.34
3576, Durham Ox, VIC,-36.2,143.96
3705, Cudgewa, VIC,-36.19,147.77
3565, Kotta, VIC,-36.19,144.53
3700, Bullioh, VIC,-36.18,147.34
2624, Perisher Valley, NSW,-36.18,148.44
5267, Brimbago, SA,-36.17,140.47
3418, Broughton, VIC,-36.17,141.33
3635, Kaarimba, VIC,-36.16,145.3
3622, Koyuga, VIC,-36.16,144.77
3683, Chiltern, VIC,-36.15,146.61
3638, Kotupna, VIC,-36.15,145.17
2545, Belowra, NSW,-36.15,149.71
3694, Bandiana Milpo, VIC,-36.14,146.92
3636, Drumanure, VIC,-36.14,145.5
3423, Jeparit, VIC,-36.14,141.99
3564, Echuca, VIC,-36.13,144.73
3688, Barnawartha, VIC,-36.11,146.67
3728, Boomahnoomoonah, VIC,-36.1,146.08
3704, Koetong, VIC,-36.1,147.54
3690, West Wodonga, VIC,-36.1,146.82
3685, Boorhaman North, VIC,-36.1,146.22
3649, Katamatite, VIC,-36.08,145.69
2899, Norfolk Island, NSW,-36.08,146.93
2640, Albury, NSW,-36.08,146.91
3391, Brim, VIC,-36.07,142.52
3527, Bunguluke, VIC,-36.06,143.39
3709, Burrowye, VIC,-36.05,147.56
3708, Tintaldra, VIC,-36.05,147.93
3637, Waaia, VIC,-36.05,145.33
3575, Gladfield, VIC,-36.04,143.99
2641, Hamilton Valley, NSW,-36.04,146.92
3730, Bathumi, VIC,-36.03,146.08
3639, Barmah, VIC,-36.02,144.97
3687, Wahgunyah, VIC,-36.01,146.4
3537, Barraport, VIC,-36.01,143.67
2629, Adaminaby, NSW,-36,148.77
3562, Torrumbarry, VIC,-35.98,144.46
3483, Ballapur, VIC,-35.98,142.75
2537, Bergalia, NSW,-35.98,150.11
3640, Katunga, VIC,-35.97,145.46
2002, World Square, NSW,-35.97,146.41
3643, Cobram, VIC,-35.96,145.63
3566, Gunbower, VIC,-35.96,144.37
2644, Bowna, NSW,-35.96,147.13
2643, Howlong, NSW,-35.96,146.61
2626, Bredbo, NSW,-35.96,149.15
2647, Mulwala, NSW,-35.95,145.96
3395, Beulah, VIC,-35.94,142.42
3641, Bearii, VIC,-35.92,145.33
3644, Barooga, NSW,-35.91,145.69
3567, Horfield, VIC,-35.89,144.24
3579, Appin, VIC,-35.88,143.87
2646, Balldale, NSW,-35.85,146.52
3568, Burkes Bridge, VIC,-35.84,144.34
2653, Burra, NSW,-35.83,148.07
2621, Anembo, NSW,-35.81,149.43
2731, Bunnaloo, NSW,-35.79,144.63
5222, American Beach, SA,-35.78,137.88
3529, Kalpienung, VIC,-35.78,143.26
5221, American River, SA,-35.77,137.78
3542, Cokum, VIC,-35.76,143.28
3540, Cannie, VIC,-35.76,143.45
3396, Hopetoun, VIC,-35.73,142.36
2536, Batehaven, NSW,-35.73,150.2
3530, Culgoa, VIC,-35.72,143.11
5265, Coonalpyn, SA,-35.7,139.86
3424, Albacutya, VIC,-35.69,141.97
2660, Culcairn, NSW,-35.67,147
2735, Koraleigh, NSW,-35.66,144.14
2712, Berrigan, NSW,-35.66,145.81
2622, Araluen, NSW,-35.65,149.81
3580, Koondrook, VIC,-35.64,144.11
3531, Berriwillock, VIC,-35.64,142.99
3485, Banyan, VIC,-35.64,142.77
2732, Barham, NSW,-35.63,144.13
3581, Lake Charm, VIC,-35.62,143.8
5223, Bay Of Shoals, SA,-35.61,137.57
3487, Lascelles, VIC,-35.61,142.58
5204, Cape Jervis, SA,-35.6,138.11
2659, Alma Park, NSW,-35.6,146.79
2649, Laurel Hill, NSW,-35.6,148.09
2713, Blighty, NSW,-35.59,145.29
5301, Carcuma, SA,-35.58,140.04
2620, Beard, ACT,-35.58,149.23
5264, Coorong, SA,-35.57,138.98
2611, Bimberi, NSW,-35.56,148.62
2623, Captains Flat, NSW,-35.55,149.45
1340, Kings Cross, NSW,-35.54,148.02
5212, Port Elliot, SA,-35.53,138.67
5211, Back Valley, SA,-35.53,138.53
2912, Gungahlin, ACT,-35.52,149.08
2906, Banks, ACT,-35.52,149.08
2618, Hall, ACT,-35.52,149.08
2539, Bawley Point, NSW,-35.52,150.39
5259, Ashville, SA,-35.51,139.37
5213, Middleton, SA,-35.51,138.71
3583, Tresco, VIC,-35.51,143.64
3544, Chinangin, VIC,-35.51,143.2
2714, Aratula, NSW,-35.51,145.05
5256, Clayton Bay, SA,-35.5,138.93
5203, Bald Hills, SA,-35.5,138.39
2538, Brooman, NSW,-35.49,150.23
3584, Lake Boga, VIC,-35.46,143.63
5214, Currency Creek, SA,-35.45,138.77
2658, Henty, NSW,-35.44,146.99
2642, Bidgeemia, NSW,-35.44,146.44
2905, Bonython, ACT,-35.43,149.08
5303, Parilla, SA,-35.42,140.69
5202, Hindmarsh Tiers, SA,-35.42,138.57
3585, Castle Donnington, VIC,-35.42,143.59
2900, Greenway, ACT,-35.42,149.07
3488, Speed, VIC,-35.4,142.44
2904, Fadden, ACT,-35.4,149.12
2903, Erindale Centre, ACT,-35.4,149.1
5261, Cooke Plains, SA,-35.38,139.56
3491, Patchewollock, VIC,-35.38,142.19
2902, Kambah, ACT,-35.38,149.05
2619, Jerrabomberra, NSW,-35.38,149.2
2607, Farrer, ACT,-35.38,149.1
3533, Bimbourie, VIC,-35.36,142.79
5210, Mount Compass, SA,-35.35,138.62
2716, Four Corners, NSW,-35.35,145.53
2606, Chifley, ACT,-35.35,149.08
3489, Tempy, VIC,-35.34,142.48
5302, Lameroo, SA,-35.33,140.52
5254, Callington, SA,-35.33,139.88
5174, Sellicks Beach, SA,-35.33,138.45
5255, Angas Plains, SA,-35.32,139
2720, Argalong, NSW,-35.32,148.45
2655, French Park, NSW,-35.32,147.19
2605, Curtin, ACT,-35.32,149.08
2604, Causeway, ACT,-35.32,149.15
2603, Forrest, ACT,-35.32,149.12
2729, Adelong, NSW,-35.31,148.06
2600, Barton, ACT,-35.31,149.14
3586, Bulga, VIC,-35.3,143.36
2609, Canberra International Airport, ACT,-35.3,149.19
5157, Ashbourne, SA,-35.28,138.77
3506, Cowangie, VIC,-35.28,141.4
2608, Civic Square, ACT,-35.28,149.13
2601, Acton, ACT,-35.28,149.11
200, Australian National University, ACT,-35.28,149.12
5173, Aldinga, SA,-35.27,138.48
5172, Dingabledinga, SA,-35.27,138.63
3588, Woorinen South, VIC,-35.27,143.45
2612, Braddon, ACT,-35.27,149.13
3589, Woorinen, VIC,-35.26,143.47
2614, Aranda, ACT,-35.26,149.08
2602, Ainslie, ACT,-35.26,149.15
5201, Blackfellows Creek, SA,-35.25,138.71
2734, Cunninyeuk, NSW,-35.25,143.9
2616, Belconnen, ACT,-35.25,149.07
3590, Beverford, VIC,-35.24,143.48
2617, Belconnen, ACT,-35.24,149.07
2710, Barratta, NSW,-35.23,144.49
5170, Maslin Beach, SA,-35.22,138.48
3591, Vinifera, VIC,-35.22,143.41
3512, Carina, VIC,-35.22,141.09
2911, Crace, ACT,-35.22,149.12
5169, Moana, SA,-35.2,138.47
3490, Big Desert, VIC,-35.2,141.6
2913, Casey, ACT,-35.2,149.13
2615, Charnwood, ACT,-35.2,149.03
221, Barton, ACT,-35.2,149.1
3595, Nyah West, VIC,-35.19,143.35
3507, Walpeup, VIC,-35.19,142.02
2733, Dhuragoon, NSW,-35.19,144.16
5577, Foul Bay, SA,-35.18,137.21
3509, Linga, VIC,-35.17,141.69
2914, Amaroo, ACT,-35.17,149.13
5171, Blewitt Springs, SA,-35.16,138.59
2650, Alfredtown, NSW,-35.16,147.51
5167, Port Noarlunga, SA,-35.15,138.47
3594, Nyah, VIC,-35.15,143.36
2663, Cowabbie, NSW,-35.15,145.98
2661, Kapooka, NSW,-35.15,147.3
5168, Noarlunga Centre, SA,-35.14,138.49
5165, Christies Beach, SA,-35.14,138.47
5163, Hackham, SA,-35.14,138.53
5306, Wynarka, SA,-35.13,139.73
5251, Bugle Ranges, SA,-35.13,138.89
5164, Christie Downs, SA,-35.13,138.5
2645, Cullivel, NSW,-35.13,146.13
2308, Callaghan, NSW,-35.13,147.32
5839, Adelaide, SA,-35.12,139.27
5810, Adelaide, SA,-35.12,139.27
5800, Adelaide, SA,-35.12,139.27
5166, O\Sullivan Beach, SA,-35.12,138.48
5162, Morphett Vale, SA,-35.12,138.52
5001, Adelaide, SA,-35.12,139.27
3596, Miralie, VIC,-35.12,143.33
2656, Brookdale, NSW,-35.12,147
5576, Honiton, SA,-35.1,137.65
5307, Karoonda, SA,-35.1,139.89
5160, Lonsdale, SA,-35.1,138.5
5253, Avoca Dell, SA,-35.09,139.31
5161, Old Reynella, SA,-35.09,138.54
5159, Aberfoyle Park, SA,-35.08,138.59
5158, Hallett Cove, SA,-35.08,138.52
2727, Adjungbilly, NSW,-35.08,148.41
5153, Biggs Flat, SA,-35.07,138.78
2678, Charles Sturt University, NSW,-35.06,147.35
5583, Coobowie, SA,-35.04,137.73
5250, Blakiston, SA,-35.04,138.88
5049, Kingston Park, SA,-35.04,138.52
5245, Hahndorf, SA,-35.03,138.81
5050, Bellevue Heights, SA,-35.03,138.59
5047, Darlington, SA,-35.03,138.56
2700, Bundure, NSW,-35.03,146.61
6330, Albany, WA,-35.02,117.88
5582, Port Giles, SA,-35.02,137.76
5309, Borrika, SA,-35.02,140.05
5156, Upper Sturt, SA,-35.02,138.68
5051, Blackwood, SA,-35.02,138.62
5048, Brighton, SA,-35.02,138.52
5042, Bedford Park, SA,-35.02,138.57
5155, Bridgewater, SA,-35.01,138.76
5154, Aldgate, SA,-35.01,138.73
5046, Oaklands Park, SA,-35.01,138.55
5252, Brukunga, SA,-35,138.94
5052, Belair, SA,-35,138.62
5304, Kringin, SA,-34.99,140.78
5243, Oakbank, SA,-34.99,138.84
5242, Balhannah, SA,-34.99,138.83
5062, Brown Hill Creek, SA,-34.99,138.65
5044, Glengowrie, SA,-34.99,138.53
5043, Ascot Park, SA,-34.99,138.56
5150, Eagle On The Hill, SA,-34.98,138.67
5045, Glenelg, SA,-34.98,138.52
5041, Colonel Light Gardens, SA,-34.98,138.59
6333, Bow Bridge, WA,-34.97,116.95
5152, Cleland, SA,-34.97,138.7
5144, Carey Gully, SA,-34.97,138.75
5039, Clarence Gardens, SA,-34.97,138.58
5038, Camden Park, SA,-34.97,138.54
5142, Uraidla, SA,-34.96,138.74
5064, Glen Osmond, SA,-34.96,138.64
5061, Hyde Park, SA,-34.96,138.61
5040, Novar Gardens, SA,-34.96,138.53
5037, Glandore, SA,-34.96,138.57
5034, Clarence Park, SA,-34.96,138.59
3546, Bolton, VIC,-34.96,142.88
2736, Goodnight, NSW,-34.96,143.34
5950, Adelaide Airport, SA,-34.95,138.53
5234, Birdwood, SA,-34.95,138.56
5140, Greenhill, SA,-34.95,138.7
5138, Basket Range, SA,-34.95,138.76
5066, Beaumont, SA,-34.95,138.66
5035, Ashford, SA,-34.95,138.57
5141, Horsnell Gully, SA,-34.94,138.71
5137, Ashton, SA,-34.94,138.74
5065, Dulwich, SA,-34.94,138.63
5063, Eastwood, SA,-34.94,138.62
5246, Woodhouse, SA,-34.93,138.68
5139, Forest Range, SA,-34.93,138.8
5068, Heathpool, SA,-34.93,138.65
5033, Cowandilla, SA,-34.93,138.56
5032, Brooklyn Park, SA,-34.93,138.54
5031, Mile End, SA,-34.93,138.56
5024, Fulham, SA,-34.93,138.51
5000, Adelaide, SA,-34.93,138.6
6398, Broke, WA,-34.92,116.47
5244, Charleston, SA,-34.92,138.9
5240, Lenswood, SA,-34.92,138.83
5136, Norton Summit, SA,-34.92,138.72
5072, Auldana, SA,-34.92,138.68
5071, Kent Town, SA,-34.92,138.62
5067, Beulah Park, SA,-34.92,138.64
5006, North Adelaide, SA,-34.92,138.6
5005, Adelaide University, SA,-34.92,138.6
2581, Bellmount Forest, NSW,-34.92,149.24
5241, Lobethal, SA,-34.91,138.85
5134, Cherryville, SA,-34.91,138.77
5069, College Park, SA,-34.91,138.62
5025, Flinders Park, SA,-34.91,138.55
5023, Findon, SA,-34.91,138.53
2726, Jugiong, NSW,-34.91,148.32
5082, Fitzroy, SA,-34.9,138.59
5022, Grange, SA,-34.9,138.49
5009, Allenby Gardens, SA,-34.9,138.56
5008, Croydon, SA,-34.9,138.56
5007, Bowden, SA,-34.9,138.58
6327, Redmond, WA,-34.89,117.69
5073, Hectorville, SA,-34.89,138.66
5070, Felixstow, SA,-34.89,138.64
2540, Bamarang, NSW,-34.89,150.53
5087, Klemzig, SA,-34.88,138.64
5081, Collinswood, SA,-34.88,138.62
5074, Campbelltown, SA,-34.88,138.66
5014, Albert Park, SA,-34.88,138.52
5011, Woodville, SA,-34.88,138.54
5236, Tungkillo, SA,-34.87,139.06
5083, Broadview, SA,-34.87,138.61
5076, Athelstone, SA,-34.87,138.7
5021, West Lakes, SA,-34.87,138.48
5020, West Lakes Shore, SA,-34.87,138.48
5942, Regency Park, SA,-34.86,138.57
5237, Apamurra, SA,-34.86,139.2
5232, Cudlee Creek, SA,-34.86,138.86
5088, Holden Hill, SA,-34.86,138.66
5086, Gilles Plains, SA,-34.86,138.66
5085, Clearview, SA,-34.86,138.62
5084, Blair Athol, SA,-34.86,138.6
5075, Dernancourt, SA,-34.86,138.68
5012, Athol Park, SA,-34.86,138.54
5010, Angle Park, SA,-34.86,138.56
3597, Kenley, VIC,-34.86,143.34
2707, Argoon, NSW,-34.86,145.67
5132, Paracombe, SA,-34.85,138.77
5089, Highbury, SA,-34.85,138.7
3549, Annuello, VIC,-34.85,142.83
3501, Hattah, VIC,-34.85,142.33
2535, Back Forest, NSW,-34.85,150.68
6328, Cheynes, WA,-34.84,118.34
5019, Exeter, SA,-34.84,138.49
5015, Birkenhead, SA,-34.84,138.5
5013, Gillman, SA,-34.84,138.53
2541, Bangalee, NSW,-34.84,150.57
5131, Houghton, SA,-34.83,138.76
5098, Ingle Farm, SA,-34.83,138.65
5094, Cavan, SA,-34.83,138.6
5093, Para Vista, SA,-34.83,138.67
5092, Modbury, SA,-34.83,138.69
5231, Chain Of Ponds, SA,-34.82,138.83
5133, Inglewood, SA,-34.82,138.77
5097, Redwood Park, SA,-34.82,138.7
5095, Mawson Lakes, SA,-34.82,138.62
5016, Largs Bay, SA,-34.82,138.49
2722, Brungle, NSW,-34.82,148.08
2701, Berry Jerry, NSW,-34.82,147.2
5091, Banksia Park, SA,-34.81,138.72
5273, Avenue Range, SA,-34.8,138.76
5233, Forreston, SA,-34.8,138.9
5127, Wynn Vale, SA,-34.8,138.69
5126, Fairview Park, SA,-34.8,138.72
5017, Osborne, SA,-34.8,138.49
5308, Copeville, SA,-34.79,139.85
5235, Cromer, SA,-34.79,138.97
5125, Golden Grove, SA,-34.79,138.7
5107, Green Fields, SA,-34.79,138.6
5106, Parafield, SA,-34.79,138.64
5096, Gulfview Heights, SA,-34.79,138.67
5018, North Haven, SA,-34.79,138.5
2702, Ganmain, NSW,-34.79,147.04
1192, Sydney, NSW,-34.79,147.69
5581, Port Vincent, SA,-34.78,137.86
6326, Narrikup, WA,-34.77,117.7
5110, Bolivar, SA,-34.77,138.59
5109, Brahma Lodge, SA,-34.77,138.66
5238, Angas Valley, SA,-34.76,139.31
5108, Paralowie, SA,-34.76,138.61
2590, Bethungra, NSW,-34.76,147.85
2582, Bango, NSW,-34.75,148.96
5311, Alawoona, SA,-34.74,140.51
3599, Boundary Bend, VIC,-34.74,143.14
5606, Kirton Point, SA,-34.73,135.87
5575, Bluff Beach, SA,-34.73,137.48
2534, Broughton Village, NSW,-34.73,150.77
6324, Denbarker, WA,-34.72,117.51
5112, Elizabeth, SA,-34.71,138.67
5111, Edinburgh, SA,-34.71,138.63
5113, Davoren Park, SA,-34.7,138.67
6262, Boorara Brook, WA,-34.69,116.21
5580, Curramulka, SA,-34.67,137.76
5114, Andrews Farm, SA,-34.67,138.67
2584, Binalong, NSW,-34.67,148.63
5607, Boston, SA,-34.66,135.86
5354, Bakara, SA,-34.66,139.78
5121, Macdonald Park, SA,-34.66,138.64
5120, Buckland Park, SA,-34.66,138.51
2533, Bombo, NSW,-34.66,150.85
5310, Caliph, SA,-34.65,140.28
5118, Bibaringa, SA,-34.64,138.77
5117, Angle Vale, SA,-34.64,138.64
5115, Kudla, SA,-34.64,138.7
2703, Yanco, NSW,-34.63,146.4
2578, Bundanoon, NSW,-34.63,150.32
5116, Evanston, SA,-34.62,138.73
5260, Elwomple, SA,-34.61,140.3
2577, Avoca, NSW,-34.61,150.48
5351, Altona, SA,-34.6,138.91
2585, Galong, NSW,-34.6,148.56
2529, Blackbutt, NSW,-34.57,150.83
2528, Barrack Heights, NSW,-34.57,150.86
2527, Albion Park, NSW,-34.57,150.78
2706, Darlington Point, NSW,-34.56,146.01
2579, Big Hill, NSW,-34.56,149.99
5350, Rosedale, SA,-34.55,138.85
2587, Harden, NSW,-34.55,148.37
5352, Bethany, SA,-34.54,138.98
2576, Bowral, NSW,-34.54,150.39
2588, Wallendbeen, NSW,-34.52,148.16
2737, Euston, NSW,-34.51,142.85
2725, Stockinbingal, NSW,-34.51,147.88
2530, Avondale, NSW,-34.51,150.73
6323, Kendenup, WA,-34.5,117.59
5353, Angaston, SA,-34.5,139.05
5502, Fischer, SA,-34.49,138.61
2705, Brobenah, NSW,-34.49,146.43
2505, Port Kembla, NSW,-34.49,150.89
6397, Rocky Gully, WA,-34.48,117.1
2506, Berkeley, NSW,-34.48,150.84
5355, Daveyston, SA,-34.47,138.88
2502, Cringila, NSW,-34.47,150.87
5360, Greenock, SA,-34.46,138.93
3494, Carwarp, VIC,-34.46,142.23
2666, Combaning, NSW,-34.46,147.68
5372, Freeling, SA,-34.45,138.81
2586, Boorowa, NSW,-34.44,148.72
2580, Bannaby, NSW,-34.44,149.96
2525, Figtree, NSW,-34.44,150.86
2500, Coniston, NSW,-34.44,150.89
5400, Magdalla, SA,-34.43,138.7
2594, Berthong, NSW,-34.43,148.07
5571, Ardrossan, SA,-34.42,137.92
5330, Boolgun, SA,-34.42,140.04
5630, Edillilie, SA,-34.41,135.71
5371, Morn Hill, SA,-34.41,138.75
2575, Alpine, NSW,-34.41,150.52
2522, University Of Wollongong, NSW,-34.41,150.88
5356, Annadale, SA,-34.39,139.39
2519, Balgownie, NSW,-34.39,150.88
2526, Cordeaux, NSW,-34.38,150.78
2518, Bellambi, NSW,-34.37,150.91
6322, Tenterden, WA,-34.36,117.56
5410, Linwood, SA,-34.36,138.77
2665, Ardlethan, NSW,-34.36,146.9
2517, Russell Vale, NSW,-34.36,150.9
6260, Beedelup, WA,-34.35,115.94
5460, Barabba, SA,-34.35,138.59
5357, Blanchetown, SA,-34.35,139.61
5333, Bookpurnong, SA,-34.35,140.6
